# Elements 1e+06
[00001.960 ms] [14.357358] sumSeq
[00000.238 ms] [16.695017] sumCuda<<<auto, 32>>> [thread-duty=6]
[00000.189 ms] [16.695635] sumCuda<<<auto, 32>>> [thread-duty=8]
[00000.139 ms] [16.695234] sumCuda<<<auto, 32>>> [thread-duty=12]
[00000.123 ms] [16.695301] sumCuda<<<auto, 32>>> [thread-duty=16]
[00000.109 ms] [16.695333] sumCuda<<<auto, 32>>> [thread-duty=24]
[00000.101 ms] [16.695335] sumCuda<<<auto, 32>>> [thread-duty=32]
[00000.093 ms] [16.695339] sumCuda<<<auto, 32>>> [thread-duty=48]
[00000.091 ms] [16.695332] sumCuda<<<auto, 32>>> [thread-duty=64]
[00000.299 ms] [16.695017] sumCuda<<<auto, 64>>> [thread-duty=1]
[00000.296 ms] [16.695017] sumCuda<<<auto, 64>>> [thread-duty=2]
[00000.238 ms] [16.695017] sumCuda<<<auto, 64>>> [thread-duty=3]
[00000.189 ms] [16.695635] sumCuda<<<auto, 64>>> [thread-duty=4]
[00000.142 ms] [16.695234] sumCuda<<<auto, 64>>> [thread-duty=6]
[00000.123 ms] [16.695301] sumCuda<<<auto, 64>>> [thread-duty=8]
[00000.108 ms] [16.695333] sumCuda<<<auto, 64>>> [thread-duty=12]
[00000.100 ms] [16.695335] sumCuda<<<auto, 64>>> [thread-duty=16]
[00000.093 ms] [16.695337] sumCuda<<<auto, 64>>> [thread-duty=24]
[00000.089 ms] [16.695330] sumCuda<<<auto, 64>>> [thread-duty=32]
[00000.086 ms] [16.695328] sumCuda<<<auto, 64>>> [thread-duty=48]
[00000.085 ms] [16.695333] sumCuda<<<auto, 64>>> [thread-duty=64]
[00000.307 ms] [16.695635] sumCuda<<<auto, 128>>> [thread-duty=1]
[00000.197 ms] [16.695635] sumCuda<<<auto, 128>>> [thread-duty=2]
[00000.149 ms] [16.695236] sumCuda<<<auto, 128>>> [thread-duty=3]
[00000.124 ms] [16.695301] sumCuda<<<auto, 128>>> [thread-duty=4]
[00000.109 ms] [16.695333] sumCuda<<<auto, 128>>> [thread-duty=6]
[00000.099 ms] [16.695335] sumCuda<<<auto, 128>>> [thread-duty=8]
[00000.093 ms] [16.695339] sumCuda<<<auto, 128>>> [thread-duty=12]
[00000.089 ms] [16.695330] sumCuda<<<auto, 128>>> [thread-duty=16]
[00000.085 ms] [16.695328] sumCuda<<<auto, 128>>> [thread-duty=24]
[00000.085 ms] [16.695333] sumCuda<<<auto, 128>>> [thread-duty=32]
[00000.083 ms] [16.695312] sumCuda<<<auto, 128>>> [thread-duty=48]
[00000.078 ms] [16.695324] sumCuda<<<auto, 128>>> [thread-duty=64]
[00000.261 ms] [16.695635] sumCuda<<<auto, 256>>> [thread-duty=1]
[00000.152 ms] [16.695301] sumCuda<<<auto, 256>>> [thread-duty=2]
[00000.126 ms] [16.695333] sumCuda<<<auto, 256>>> [thread-duty=3]
[00000.100 ms] [16.695335] sumCuda<<<auto, 256>>> [thread-duty=4]
[00000.092 ms] [16.695337] sumCuda<<<auto, 256>>> [thread-duty=6]
[00000.089 ms] [16.695330] sumCuda<<<auto, 256>>> [thread-duty=8]
[00000.086 ms] [16.695328] sumCuda<<<auto, 256>>> [thread-duty=12]
[00000.085 ms] [16.695333] sumCuda<<<auto, 256>>> [thread-duty=16]
[00000.082 ms] [16.695312] sumCuda<<<auto, 256>>> [thread-duty=24]
[00000.079 ms] [16.695324] sumCuda<<<auto, 256>>> [thread-duty=32]
[00000.082 ms] [16.695324] sumCuda<<<auto, 256>>> [thread-duty=48]
[00000.079 ms] [16.695311] sumCuda<<<auto, 256>>> [thread-duty=64]
[00000.232 ms] [16.695301] sumCuda<<<auto, 512>>> [thread-duty=1]
[00000.142 ms] [16.695335] sumCuda<<<auto, 512>>> [thread-duty=2]
[00000.114 ms] [16.695339] sumCuda<<<auto, 512>>> [thread-duty=3]
[00000.089 ms] [16.695330] sumCuda<<<auto, 512>>> [thread-duty=4]
[00000.082 ms] [16.695328] sumCuda<<<auto, 512>>> [thread-duty=6]
[00000.083 ms] [16.695333] sumCuda<<<auto, 512>>> [thread-duty=8]
